UF,Ano,CID10,Total
RJ,2000,Insuficiência respiratória do recém-nascido,453
RJ,2000,Septicemia bacteriana não especificada do recém-nascido,389
RJ,2000,Outras causas mal definidas e as não especificadas de mortalidade,246
RJ,2000,Pneumonia não especificada,186
RJ,2000,Outras,3368
RJ,2001,Síndrome da angústia respiratória do recém-nascido,500
RJ,2001,Septicemia bacteriana não especificada do recém-nascido,462
RJ,2001,Insuficiência respiratória do recém-nascido,340
RJ,2001,Outras causas mal definidas e as não especificadas de mortalidade,168
RJ,2001,Pneumonia não especificada,135
RJ,2001,Outras,2815
RJ,2002,Síndrome da angústia respiratória do recém-nascido,431
RJ,2002,Septicemia bacteriana não especificada do recém-nascido,361
RJ,2002,Insuficiência respiratória do recém-nascido,242
RJ,2002,Outras causas mal definidas e as não especificadas de mortalidade,159
RJ,2002,"Asfixia ao nascer, não especificada",143
RJ,2002,Outras,2847
RJ,2003,Síndrome da angústia respiratória do recém-nascido,469
RJ,2003,Septicemia bacteriana não especificada do recém-nascido,413
RJ,2003,Outras causas mal definidas e as não especificadas de mortalidade,150
RJ,2003,Pneumonia não especificada,145
RJ,2003,Insuficiência respiratória do recém-nascido,145
RJ,2003,Outras,2791
RJ,2004,Síndrome da angústia respiratória do recém-nascido,413
RJ,2004,Septicemia bacteriana não especificada do recém-nascido,389
RJ,2004,Malformação não especificada do coração,149
RJ,2004,Pneumonia não especificada,138
RJ,2004,Outras causas mal definidas e as não especificadas de mortalidade,135
RJ,2004,Outras,2739
RJ,2005,Síndrome da angústia respiratória do recém-nascido,423
RJ,2005,Septicemia bacteriana não especificada do recém-nascido,368
RJ,2005,Malformação não especificada do coração,125
RJ,2005,Outras causas mal definidas e as não especificadas de mortalidade,120
RJ,2005,Pneumonia não especificada,118
RJ,2005,Outras,2425
RJ,2006,Síndrome da angústia respiratória do recém-nascido,325
RJ,2006,Septicemia bacteriana não especificada do recém-nascido,300
RJ,2006,"Asfixia ao nascer, não especificada",110
RJ,2006,Malformação não especificada do coração,109
RJ,2006,Recém-nascido com peso muito baixo,103
RJ,2006,Outras,2402
RJ,2007,Síndrome da angústia respiratória do recém-nascido,360
RJ,2007,Septicemia bacteriana não especificada do recém-nascido,287
RJ,2007,Malformação não especificada do coração,119
RJ,2007,"Asfixia ao nascer, não especificada",108
RJ,2007,Pneumonia não especificada,105
RJ,2007,Outras,2229
RJ,2008,Septicemia bacteriana não especificada do recém-nascido,296
RJ,2008,Síndrome da angústia respiratória do recém-nascido,270
RJ,2008,Malformação não especificada do coração,107
RJ,2008,"Asfixia ao nascer, não especificada",107
RJ,2008,Feto e recém-nascido afetados por transtornos maternos hipertensivos,80
RJ,2008,Outras,2252
RJ,2009,Síndrome da angústia respiratória do recém-nascido,307
RJ,2009,Septicemia bacteriana não especificada do recém-nascido,295
RJ,2009,"Asfixia ao nascer, não especificada",117
RJ,2009,Pneumonia não especificada,103
RJ,2009,Malformação não especificada do coração,97
RJ,2009,Outras,2208
RJ,2010,Síndrome da angústia respiratória do recém-nascido,262
RJ,2010,Septicemia bacteriana não especificada do recém-nascido,232
RJ,2010,Malformação não especificada do coração,124
RJ,2010,"Asfixia ao nascer, não especificada",114
RJ,2010,Feto e recém-nascido afetados por transtornos maternos hipertensivos,105
RJ,2010,Outras,2175
RJ,2011,Septicemia bacteriana não especificada do recém-nascido,255
RJ,2011,Síndrome da angústia respiratória do recém-nascido,232
RJ,2011,Feto e recém-nascido afetados por transtornos maternos hipertensivos,125
RJ,2011,Malformação não especificada do coração,117
RJ,2011,Outras causas mal definidas e as não especificadas de mortalidade,89
RJ,2011,Outras,2246
RJ,2012,Septicemia bacteriana não especificada do recém-nascido,230
RJ,2012,Síndrome da angústia respiratória do recém-nascido,223
RJ,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,125
RJ,2012,Pneumonia não especificada,122
RJ,2012,Malformação não especificada do coração,114
RJ,2012,Outras,2272
RJ,2013,Septicemia bacteriana não especificada do recém-nascido,222
RJ,2013,Síndrome da angústia respiratória do recém-nascido,213
RJ,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,128
RJ,2013,Malformação não especificada do coração,122
RJ,2013,Pneumonia não especificada,101
RJ,2013,Outras,2153
RJ,2014,Síndrome da angústia respiratória do recém-nascido,257
RJ,2014,Septicemia bacteriana não especificada do recém-nascido,239
RJ,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,111
RJ,2014,Malformação não especificada do coração,110
RJ,2014,Pneumonia não especificada,88
RJ,2014,Outras,2164
RJ,2015,Septicemia bacteriana não especificada do recém-nascido,262
RJ,2015,Síndrome da angústia respiratória do recém-nascido,191
RJ,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,115
RJ,2015,Malformação não especificada do coração,94
RJ,2015,Pneumonia não especificada,93
RJ,2015,Outras,2221
SP,2000,Síndrome da angústia respiratória do recém-nascido,1340
SP,2000,Septicemia bacteriana não especificada do recém-nascido,816
SP,2000,Insuficiência respiratória do recém-nascido,676
SP,2000,Broncopneumonia não especificada,526
SP,2000,Malformação não especificada do coração,509
SP,2000,Outras,8149
SP,2001,Síndrome da angústia respiratória do recém-nascido,1103
SP,2001,Septicemia bacteriana não especificada do recém-nascido,832
SP,2001,Insuficiência respiratória do recém-nascido,538
SP,2001,Malformação não especificada do coração,455
SP,2001,Broncopneumonia não especificada,419
SP,2001,Outras,7193
SP,2002,Síndrome da angústia respiratória do recém-nascido,1046
SP,2002,Septicemia bacteriana não especificada do recém-nascido,828
SP,2002,Insuficiência respiratória do recém-nascido,442
SP,2002,Malformação não especificada do coração,396
SP,2002,Broncopneumonia não especificada,342
SP,2002,Outras,6560
SP,2003,Síndrome da angústia respiratória do recém-nascido,965
SP,2003,Septicemia bacteriana não especificada do recém-nascido,849
SP,2003,Insuficiência respiratória do recém-nascido,424
SP,2003,Malformação não especificada do coração,387
SP,2003,Broncopneumonia não especificada,329
SP,2003,Outras,6415
SP,2004,Septicemia bacteriana não especificada do recém-nascido,892
SP,2004,Síndrome da angústia respiratória do recém-nascido,855
SP,2004,Malformação não especificada do coração,408
SP,2004,Insuficiência respiratória do recém-nascido,365
SP,2004,Broncopneumonia não especificada,270
SP,2004,Outras,6254
SP,2005,Septicemia bacteriana não especificada do recém-nascido,837
SP,2005,Síndrome da angústia respiratória do recém-nascido,813
SP,2005,Malformação não especificada do coração,412
SP,2005,Insuficiência respiratória do recém-nascido,339
SP,2005,Broncopneumonia não especificada,244
SP,2005,Outras,5799
SP,2006,Septicemia bacteriana não especificada do recém-nascido,757
SP,2006,Síndrome da angústia respiratória do recém-nascido,690
SP,2006,Malformação não especificada do coração,333
SP,2006,Broncopneumonia não especificada,237
SP,2006,Imaturidade extrema,215
SP,2006,Outras,5916
SP,2007,Septicemia bacteriana não especificada do recém-nascido,880
SP,2007,Síndrome da angústia respiratória do recém-nascido,649
SP,2007,Malformação não especificada do coração,322
SP,2007,Imaturidade extrema,221
SP,2007,Broncopneumonia não especificada,205
SP,2007,Outras,5573
SP,2008,Septicemia bacteriana não especificada do recém-nascido,822
SP,2008,Síndrome da angústia respiratória do recém-nascido,643
SP,2008,Malformação não especificada do coração,305
SP,2008,Imaturidade extrema,195
SP,2008,Outras causas mal definidas e as não especificadas de mortalidade,182
SP,2008,Outras,5530
SP,2009,Septicemia bacteriana não especificada do recém-nascido,839
SP,2009,Síndrome da angústia respiratória do recém-nascido,618
SP,2009,Malformação não especificada do coração,317
SP,2009,Imaturidade extrema,195
SP,2009,Atelectasia primária do recém-nascido,162
SP,2009,Outras,5444
SP,2010,Septicemia bacteriana não especificada do recém-nascido,745
SP,2010,Síndrome da angústia respiratória do recém-nascido,569
SP,2010,Malformação não especificada do coração,272
SP,2010,Imaturidade extrema,174
SP,2010,Enterocolite necrotizante do feto e do recém-nascido,173
SP,2010,Outras,5322
SP,2011,Septicemia bacteriana não especificada do recém-nascido,749
SP,2011,Síndrome da angústia respiratória do recém-nascido,541
SP,2011,Malformação não especificada do coração,264
SP,2011,Enterocolite necrotizante do feto e do recém-nascido,168
SP,2011,Imaturidade extrema,165
SP,2011,Outras,5282
SP,2012,Septicemia bacteriana não especificada do recém-nascido,686
SP,2012,Síndrome da angústia respiratória do recém-nascido,537
SP,2012,Malformação não especificada do coração,250
SP,2012,Enterocolite necrotizante do feto e do recém-nascido,177
SP,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,165
SP,2012,Outras,5424
SP,2013,Septicemia bacteriana não especificada do recém-nascido,598
SP,2013,Síndrome da angústia respiratória do recém-nascido,442
SP,2013,Malformação não especificada do coração,248
SP,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,200
SP,2013,Feto e recém-nascido afetados por ruptura prematura das membranas,184
SP,2013,Outras,5502
SP,2014,Septicemia bacteriana não especificada do recém-nascido,594
SP,2014,Síndrome da angústia respiratória do recém-nascido,426
SP,2014,Malformação não especificada do coração,290
SP,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,235
SP,2014,Feto e recém-nascido afetados por ruptura prematura das membranas,193
SP,2014,Outras,5551
SP,2015,Septicemia bacteriana não especificada do recém-nascido,558
SP,2015,Síndrome da angústia respiratória do recém-nascido,417
SP,2015,Malformação não especificada do coração,247
SP,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,227
SP,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,186
SP,2015,Outras,5317
PR,2000,Síndrome da angústia respiratória do recém-nascido,321
PR,2000,Insuficiência respiratória do recém-nascido,265
PR,2000,Malformação não especificada do coração,161
PR,2000,Septicemia bacteriana não especificada do recém-nascido,149
PR,2000,Diarréia e gastroenterite de origem infecciosa presumível,111
PR,2000,Outras,2510
PR,2001,Síndrome da angústia respiratória do recém-nascido,304
PR,2001,Insuficiência respiratória do recém-nascido,185
PR,2001,Malformação não especificada do coração,150
PR,2001,Septicemia bacteriana não especificada do recém-nascido,120
PR,2001,Diarréia e gastroenterite de origem infecciosa presumível,67
PR,2001,Outras,2145
PR,2002,Síndrome da angústia respiratória do recém-nascido,277
PR,2002,Malformação não especificada do coração,154
PR,2002,Insuficiência respiratória do recém-nascido,127
PR,2002,Septicemia bacteriana não especificada do recém-nascido,119
PR,2002,Diarréia e gastroenterite de origem infecciosa presumível,57
PR,2002,Outras,2074
PR,2003,Síndrome da angústia respiratória do recém-nascido,244
PR,2003,Malformação não especificada do coração,152
PR,2003,Insuficiência respiratória do recém-nascido,132
PR,2003,Septicemia bacteriana não especificada do recém-nascido,102
PR,2003,Feto e recém-nascido afetados por ruptura prematura das membranas,58
PR,2003,Outras,1971
PR,2004,Síndrome da angústia respiratória do recém-nascido,223
PR,2004,Malformação não especificada do coração,141
PR,2004,Septicemia bacteriana não especificada do recém-nascido,114
PR,2004,Insuficiência respiratória do recém-nascido,99
PR,2004,Feto e recém-nascido afetados por ruptura prematura das membranas,66
PR,2004,Outras,1860
PR,2005,Síndrome da angústia respiratória do recém-nascido,223
PR,2005,Malformação não especificada do coração,129
PR,2005,Septicemia bacteriana não especificada do recém-nascido,95
PR,2005,Insuficiência respiratória do recém-nascido,94
PR,2005,Feto e recém-nascido afetados por ruptura prematura das membranas,60
PR,2005,Outras,1751
PR,2006,Malformação não especificada do coração,137
PR,2006,Síndrome da angústia respiratória do recém-nascido,122
PR,2006,Septicemia bacteriana não especificada do recém-nascido,97
PR,2006,Imaturidade extrema,72
PR,2006,Feto e recém-nascido afetados por transtornos maternos hipertensivos,65
PR,2006,Outras,1674
PR,2007,Síndrome da angústia respiratória do recém-nascido,120
PR,2007,Malformação não especificada do coração,107
PR,2007,Septicemia bacteriana não especificada do recém-nascido,84
PR,2007,Feto e recém-nascido afetados por transtornos maternos hipertensivos,66
PR,2007,Imaturidade extrema,59
PR,2007,Outras,1563
PR,2008,Síndrome da angústia respiratória do recém-nascido,151
PR,2008,Malformação não especificada do coração,91
PR,2008,Feto e recém-nascido afetados por transtornos maternos hipertensivos,76
PR,2008,Septicemia bacteriana não especificada do recém-nascido,74
PR,2008,Feto e recém-nascido afetados por ruptura prematura das membranas,50
PR,2008,Outras,1565
PR,2009,Síndrome da angústia respiratória do recém-nascido,140
PR,2009,Malformação não especificada do coração,118
PR,2009,Feto e recém-nascido afetados por transtornos maternos hipertensivos,70
PR,2009,Septicemia bacteriana não especificada do recém-nascido,69
PR,2009,Feto e recém-nascido afetados por ruptura prematura das membranas,56
PR,2009,Outras,1451
PR,2010,Síndrome da angústia respiratória do recém-nascido,126
PR,2010,Malformação não especificada do coração,106
PR,2010,Feto e recém-nascido afetados por transtornos maternos hipertensivos,71
PR,2010,Septicemia bacteriana não especificada do recém-nascido,66
PR,2010,Feto e recém-nascido afetados por ruptura prematura das membranas,48
PR,2010,Outras,1473
PR,2011,Síndrome da angústia respiratória do recém-nascido,113
PR,2011,Malformação não especificada do coração,86
PR,2011,Septicemia bacteriana não especificada do recém-nascido,69
PR,2011,Feto e recém-nascido afetados por transtornos maternos hipertensivos,69
PR,2011,Feto e recém-nascido afetados por ruptura prematura das membranas,57
PR,2011,Outras,1437
PR,2012,Síndrome da angústia respiratória do recém-nascido,101
PR,2012,Malformação não especificada do coração,95
PR,2012,Septicemia bacteriana não especificada do recém-nascido,81
PR,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,77
PR,2012,Feto e recém-nascido afetados por ruptura prematura das membranas,51
PR,2012,Outras,1436
PR,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,101
PR,2013,Síndrome da angústia respiratória do recém-nascido,98
PR,2013,Malformação não especificada do coração,78
PR,2013,Septicemia bacteriana não especificada do recém-nascido,74
PR,2013,Feto e recém-nascido afetados por ruptura prematura das membranas,56
PR,2013,Outras,1341
PR,2014,Malformação não especificada do coração,109
PR,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,98
PR,2014,Síndrome da angústia respiratória do recém-nascido,94
PR,2014,Septicemia bacteriana não especificada do recém-nascido,80
PR,2014,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,62
PR,2014,Outras,1397
PR,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,105
PR,2015,Malformação não especificada do coração,74
PR,2015,Septicemia bacteriana não especificada do recém-nascido,73
PR,2015,Síndrome da angústia respiratória do recém-nascido,69
PR,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,57
PR,2015,Outras,1415
SC,2000,Síndrome da angústia respiratória do recém-nascido,170
SC,2000,Insuficiência respiratória do recém-nascido,107
SC,2000,Septicemia bacteriana não especificada do recém-nascido,61
SC,2000,Morte sem assistência,56
SC,2000,"Asfixia ao nascer, não especificada",54
SC,2000,Outras,1030
SC,2001,Síndrome da angústia respiratória do recém-nascido,161
SC,2001,Insuficiência respiratória do recém-nascido,115
SC,2001,Septicemia bacteriana não especificada do recém-nascido,97
SC,2001,Malformação não especificada do coração,52
SC,2001,Morte sem assistência,46
SC,2001,Outras,845
SC,2002,Síndrome da angústia respiratória do recém-nascido,132
SC,2002,Insuficiência respiratória do recém-nascido,83
SC,2002,Septicemia bacteriana não especificada do recém-nascido,80
SC,2002,Malformação não especificada do coração,51
SC,2002,Morte sem assistência,45
SC,2002,Outras,883
SC,2003,Síndrome da angústia respiratória do recém-nascido,127
SC,2003,Septicemia bacteriana não especificada do recém-nascido,101
SC,2003,Malformação não especificada do coração,50
SC,2003,Imaturidade extrema,41
SC,2003,"Asfixia ao nascer, não especificada",38
SC,2003,Outras,768
SC,2004,Síndrome da angústia respiratória do recém-nascido,100
SC,2004,Septicemia bacteriana não especificada do recém-nascido,99
SC,2004,Insuficiência respiratória do recém-nascido,82
SC,2004,Malformação não especificada do coração,60
SC,2004,Anencefalia,25
SC,2004,Outras,752
SC,2005,Septicemia bacteriana não especificada do recém-nascido,98
SC,2005,Síndrome da angústia respiratória do recém-nascido,92
SC,2005,Insuficiência respiratória do recém-nascido,87
SC,2005,Malformação não especificada do coração,54
SC,2005,Imaturidade extrema,30
SC,2005,Outras,671
SC,2006,Síndrome da angústia respiratória do recém-nascido,97
SC,2006,Septicemia bacteriana não especificada do recém-nascido,90
SC,2006,Imaturidade extrema,53
SC,2006,Malformação não especificada do coração,46
SC,2006,"Asfixia ao nascer, não especificada",26
SC,2006,Outras,736
SC,2007,Septicemia bacteriana não especificada do recém-nascido,102
SC,2007,Síndrome da angústia respiratória do recém-nascido,94
SC,2007,Malformação não especificada do coração,41
SC,2007,Imaturidade extrema,33
SC,2007,Outras causas mal definidas e as não especificadas de mortalidade,29
SC,2007,Outras,715
SC,2008,Síndrome da angústia respiratória do recém-nascido,86
SC,2008,Septicemia bacteriana não especificada do recém-nascido,65
SC,2008,Malformação não especificada do coração,60
SC,2008,Imaturidade extrema,46
SC,2008,Enterocolite necrotizante do feto e do recém-nascido,24
SC,2008,Outras,695
SC,2009,Septicemia bacteriana não especificada do recém-nascido,81
SC,2009,Síndrome da angústia respiratória do recém-nascido,80
SC,2009,Imaturidade extrema,44
SC,2009,Malformação não especificada do coração,41
SC,2009,Enterocolite necrotizante do feto e do recém-nascido,22
SC,2009,Outras,634
SC,2010,Septicemia bacteriana não especificada do recém-nascido,80
SC,2010,Síndrome da angústia respiratória do recém-nascido,79
SC,2010,Malformação não especificada do coração,43
SC,2010,Imaturidade extrema,32
SC,2010,"Asfixia ao nascer, não especificada",24
SC,2010,Outras,592
SC,2011,Septicemia bacteriana não especificada do recém-nascido,85
SC,2011,Síndrome da angústia respiratória do recém-nascido,68
SC,2011,Malformação não especificada do coração,51
SC,2011,Imaturidade extrema,44
SC,2011,Outros recém-nascidos de pré-termo,27
SC,2011,Outras,719
SC,2012,Síndrome da angústia respiratória do recém-nascido,81
SC,2012,Septicemia bacteriana não especificada do recém-nascido,77
SC,2012,Malformação não especificada do coração,31
SC,2012,Enterocolite necrotizante do feto e do recém-nascido,24
SC,2012,Septicemia não especificada,22
SC,2012,Outras,674
SC,2013,Septicemia bacteriana não especificada do recém-nascido,62
SC,2013,Síndrome da angústia respiratória do recém-nascido,58
SC,2013,Malformação não especificada do coração,43
SC,2013,Hipoplasia e displasia do pulmão,19
SC,2013,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,19
SC,2013,Outras,693
SC,2014,Síndrome da angústia respiratória do recém-nascido,60
SC,2014,Septicemia bacteriana não especificada do recém-nascido,57
SC,2014,Malformação não especificada do coração,39
SC,2014,Enterocolite necrotizante do feto e do recém-nascido,26
SC,2014,Imaturidade extrema,19
SC,2014,Outras,703
SC,2015,Septicemia bacteriana não especificada do recém-nascido,86
SC,2015,Síndrome da angústia respiratória do recém-nascido,71
SC,2015,Malformação não especificada do coração,32
SC,2015,"Asfixia ao nascer, não especificada",26
SC,2015,Imaturidade extrema,24
SC,2015,Outras,692
RS,2000,Síndrome da angústia respiratória do recém-nascido,291
RS,2000,Septicemia bacteriana não especificada do recém-nascido,189
RS,2000,Insuficiência respiratória do recém-nascido,131
RS,2000,Malformação não especificada do coração,117
RS,2000,Broncopneumonia não especificada,77
RS,2000,Outras,1877
RS,2001,Síndrome da angústia respiratória do recém-nascido,312
RS,2001,Septicemia bacteriana não especificada do recém-nascido,143
RS,2001,Insuficiência respiratória do recém-nascido,121
RS,2001,Malformação não especificada do coração,112
RS,2001,Broncopneumonia não especificada,58
RS,2001,Outras,1794
RS,2002,Síndrome da angústia respiratória do recém-nascido,280
RS,2002,Septicemia bacteriana não especificada do recém-nascido,154
RS,2002,Malformação não especificada do coração,118
RS,2002,Insuficiência respiratória do recém-nascido,109
RS,2002,"Asfixia ao nascer, não especificada",68
RS,2002,Outras,1697
RS,2003,Síndrome da angústia respiratória do recém-nascido,267
RS,2003,Septicemia bacteriana não especificada do recém-nascido,165
RS,2003,Malformação não especificada do coração,107
RS,2003,Outras causas mal definidas e as não especificadas de mortalidade,79
RS,2003,Insuficiência respiratória do recém-nascido,64
RS,2003,Outras,1704
RS,2004,Síndrome da angústia respiratória do recém-nascido,260
RS,2004,Septicemia bacteriana não especificada do recém-nascido,150
RS,2004,Malformação não especificada do coração,123
RS,2004,"Asfixia ao nascer, não especificada",59
RS,2004,Afecções originadas no período perinatal não especificadas,55
RS,2004,Outras,1678
RS,2005,Síndrome da angústia respiratória do recém-nascido,243
RS,2005,Septicemia bacteriana não especificada do recém-nascido,127
RS,2005,Malformação não especificada do coração,88
RS,2005,"Asfixia ao nascer, não especificada",57
RS,2005,Outras causas mal definidas e as não especificadas de mortalidade,55
RS,2005,Outras,1449
RS,2006,Síndrome da angústia respiratória do recém-nascido,194
RS,2006,Septicemia bacteriana não especificada do recém-nascido,156
RS,2006,Malformação não especificada do coração,94
RS,2006,Feto e recém-nascido afetados por transtornos maternos hipertensivos,47
RS,2006,"Asfixia ao nascer, não especificada",42
RS,2006,Outras,1322
RS,2007,Síndrome da angústia respiratória do recém-nascido,177
RS,2007,Septicemia bacteriana não especificada do recém-nascido,144
RS,2007,Malformação não especificada do coração,78
RS,2007,"Asfixia ao nascer, não especificada",42
RS,2007,Feto e recém-nascido afetados por outras formas de descolamento da placenta e hemorragia,41
RS,2007,Outras,1227
RS,2008,Síndrome da angústia respiratória do recém-nascido,181
RS,2008,Septicemia bacteriana não especificada do recém-nascido,156
RS,2008,Malformação não especificada do coração,72
RS,2008,"Asfixia ao nascer, não especificada",50
RS,2008,Enterocolite necrotizante do feto e do recém-nascido,44
RS,2008,Outras,1225
RS,2009,Septicemia bacteriana não especificada do recém-nascido,138
RS,2009,Síndrome da angústia respiratória do recém-nascido,135
RS,2009,Malformação não especificada do coração,58
RS,2009,"Asfixia ao nascer, não especificada",45
RS,2009,Outras causas mal definidas e as não especificadas de mortalidade,45
RS,2009,Outras,1140
RS,2010,Síndrome da angústia respiratória do recém-nascido,120
RS,2010,Septicemia bacteriana não especificada do recém-nascido,104
RS,2010,Malformação não especificada do coração,51
RS,2010,"Asfixia ao nascer, não especificada",43
RS,2010,Imaturidade extrema,43
RS,2010,Outras,1148
RS,2011,Síndrome da angústia respiratória do recém-nascido,136
RS,2011,Septicemia bacteriana não especificada do recém-nascido,124
RS,2011,Malformação não especificada do coração,69
RS,2011,"Asfixia ao nascer, não especificada",45
RS,2011,Imaturidade extrema,40
RS,2011,Outras,1187
RS,2012,Septicemia bacteriana não especificada do recém-nascido,121
RS,2012,Síndrome da angústia respiratória do recém-nascido,114
RS,2012,Malformação não especificada do coração,53
RS,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,47
RS,2012,Enterocolite necrotizante do feto e do recém-nascido,42
RS,2012,Outras,1130
RS,2013,Septicemia bacteriana não especificada do recém-nascido,123
RS,2013,Síndrome da angústia respiratória do recém-nascido,99
RS,2013,Malformação não especificada do coração,62
RS,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,42
RS,2013,Outras causas mal definidas e as não especificadas de mortalidade,32
RS,2013,Outras,1148
RS,2014,Septicemia bacteriana não especificada do recém-nascido,118
RS,2014,Síndrome da angústia respiratória do recém-nascido,94
RS,2014,Malformação não especificada do coração,66
RS,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,57
RS,2014,Enterocolite necrotizante do feto e do recém-nascido,43
RS,2014,Outras,1164
RS,2015,Septicemia bacteriana não especificada do recém-nascido,110
RS,2015,Síndrome da angústia respiratória do recém-nascido,107
RS,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,57
RS,2015,Malformação não especificada do coração,43
RS,2015,"Asfixia ao nascer, não especificada",39
RS,2015,Outras,1169
MS,2000,Insuficiência respiratória do recém-nascido,92
MS,2000,Síndrome da angústia respiratória do recém-nascido,88
MS,2000,Septicemia bacteriana não especificada do recém-nascido,56
MS,2000,Diarréia e gastroenterite de origem infecciosa presumível,56
MS,2000,Septicemia não especificada,41
MS,2000,Outras,630
MS,2001,Insuficiência respiratória do recém-nascido,98
MS,2001,Síndrome da angústia respiratória do recém-nascido,88
MS,2001,Diarréia e gastroenterite de origem infecciosa presumível,48
MS,2001,Septicemia bacteriana não especificada do recém-nascido,42
MS,2001,Malformação não especificada do coração,35
MS,2001,Outras,641
MS,2002,Síndrome da angústia respiratória do recém-nascido,71
MS,2002,Diarréia e gastroenterite de origem infecciosa presumível,49
MS,2002,Septicemia bacteriana não especificada do recém-nascido,47
MS,2002,Malformação não especificada do coração,43
MS,2002,Insuficiência respiratória do recém-nascido,41
MS,2002,Outras,557
MS,2003,Síndrome da angústia respiratória do recém-nascido,68
MS,2003,Septicemia bacteriana não especificada do recém-nascido,52
MS,2003,Diarréia e gastroenterite de origem infecciosa presumível,43
MS,2003,Malformação não especificada do coração,38
MS,2003,Outros recém-nascidos de peso baixo,28
MS,2003,Outras,544
MS,2004,Síndrome da angústia respiratória do recém-nascido,70
MS,2004,Septicemia bacteriana não especificada do recém-nascido,69
MS,2004,Pneumonia não especificada,51
MS,2004,Diarréia e gastroenterite de origem infecciosa presumível,39
MS,2004,Malformação não especificada do coração,37
MS,2004,Outras,610
MS,2005,Septicemia bacteriana não especificada do recém-nascido,67
MS,2005,Síndrome da angústia respiratória do recém-nascido,65
MS,2005,Diarréia e gastroenterite de origem infecciosa presumível,41
MS,2005,Desnutrição protéico-calórica não especificada,29
MS,2005,Malformação não especificada do coração,28
MS,2005,Outras,557
MS,2006,Septicemia bacteriana não especificada do recém-nascido,75
MS,2006,Síndrome da angústia respiratória do recém-nascido,53
MS,2006,Malformação não especificada do coração,42
MS,2006,Diarréia e gastroenterite de origem infecciosa presumível,42
MS,2006,Feto e recém-nascido afetados por ruptura prematura das membranas,28
MS,2006,Outras,498
MS,2007,Septicemia bacteriana não especificada do recém-nascido,59
MS,2007,Síndrome da angústia respiratória do recém-nascido,49
MS,2007,Diarréia e gastroenterite de origem infecciosa presumível,44
MS,2007,Malformação não especificada do coração,33
MS,2007,Infecção própria do período perinatal não especificada,25
MS,2007,Outras,528
MS,2008,Síndrome da angústia respiratória do recém-nascido,55
MS,2008,Septicemia bacteriana não especificada do recém-nascido,52
MS,2008,Malformação não especificada do coração,31
MS,2008,Feto e recém-nascido afetados por ruptura prematura das membranas,27
MS,2008,Pneumonia não especificada,23
MS,2008,Outras,486
MS,2009,Septicemia bacteriana não especificada do recém-nascido,60
MS,2009,Malformação não especificada do coração,40
MS,2009,Síndrome da angústia respiratória do recém-nascido,39
MS,2009,Diarréia e gastroenterite de origem infecciosa presumível,37
MS,2009,Pneumonia não especificada,25
MS,2009,Outras,518
MS,2010,Septicemia bacteriana não especificada do recém-nascido,42
MS,2010,Síndrome da angústia respiratória do recém-nascido,36
MS,2010,Diarréia e gastroenterite de origem infecciosa presumível,30
MS,2010,Malformação não especificada do coração,27
MS,2010,Infecção própria do período perinatal não especificada,18
MS,2010,Outras,466
MS,2011,Síndrome da angústia respiratória do recém-nascido,43
MS,2011,Septicemia bacteriana não especificada do recém-nascido,35
MS,2011,Malformação não especificada do coração,25
MS,2011,Recém-nascido com peso muito baixo,18
MS,2011,Pneumonia não especificada,17
MS,2011,Outras,405
MS,2012,Síndrome da angústia respiratória do recém-nascido,38
MS,2012,Septicemia bacteriana não especificada do recém-nascido,27
MS,2012,Diarréia e gastroenterite de origem infecciosa presumível,25
MS,2012,Malformação não especificada do coração,24
MS,2012,Feto e recém-nascido afetados por ruptura prematura das membranas,16
MS,2012,Outras,414
MS,2013,Septicemia bacteriana não especificada do recém-nascido,32
MS,2013,Síndrome da angústia respiratória do recém-nascido,27
MS,2013,Malformação não especificada do coração,26
MS,2013,Diarréia e gastroenterite de origem infecciosa presumível,16
MS,2013,Feto e recém-nascido afetados por ruptura prematura das membranas,16
MS,2013,Outras,416
MS,2014,Síndrome da angústia respiratória do recém-nascido,35
MS,2014,Malformação não especificada do coração,33
MS,2014,Septicemia bacteriana não especificada do recém-nascido,27
